27,47,8,22,2,48,10
25,19,9,5,0,6,3
20,0,0,0,0,0,0
26,79,17,46,23,221,85
27,29,7,19,6,29,10
26,25,10,11,3,13,4
25,15,2,10,3,22,10
33,0,0,0,0,0,0
19,0,0,0,0,0,0
29,2,1,1,0,0,0
31,0,0,0,0,0,0
29,3,1,2,0,0,0
21,1,0,1,0,0,0
20,0,0,0,0,0,0
24,2,1,1,0,0,0
19,0,0,0,0,0,0
17,0,0,0,0,0,0
20,0,0,0,0,0,0
28,35,6,16,0,28,6
28,1,1,0,0,1,1
29,2,1,1,0,0,0
35,58,15,26,5,78,21
24,2,1,1,0,1,0
30,2,1,1,2,2,2
20,1,0,1,0,0,0
23,2,1,1,1,3,1
20,0,0,0,0,0,0
19,0,0,0,0,0,0
20,0,0,0,0,0,0
27,29,4,20,3,20,9
21,3,1,1,0,2,1
18,0,0,0,0,0,0
29,19,4,12,1,20,5
33,211,91,69,0,0,0
